#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Hourly
# Date Range: 2022-11-01 00:00 to 2023-04-30 23:00
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 418: Corral Pass, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration  Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous      N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value       None           Instantaneous      N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value       None           Instantaneous      N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Observed    Value       None           Instantaneous      N/A        Degrees fahrenheit  N/A           TOBS          Instantaneously observed air temperature                                                           
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Corral Pass (418) 
# Washington  SNOTEL Site - 5800 ft
# Reporting Frequency: Hourly; Date Range: 2022-11-01 00:00 to 2023-04-30 23:00
#
# As of: May 14, 2023 4:11:17 PM GMT-08:00
#
Date,Station Id,Station Name,Snow Water Equivalent (in),Snow Depth (in),Precipitation Accumulation (in),Air Temperature Observed (degF),Elevation (ft),Latitude,Longitude
2022-12-11 05:00,418,Corral Pass,11.4,44,15.4,26.4,5800,47.01872,-121.46464
2022-12-11 06:00,418,Corral Pass,11.4,44,15.5,27.5,5800,47.01872,-121.46464
2022-12-11 07:00,418,Corral Pass,11.4,44,15.5,27.9,5800,47.01872,-121.46464
2022-12-11 08:00,418,Corral Pass,11.5,44,15.5,27.7,5800,47.01872,-121.46464
2022-12-11 09:00,418,Corral Pass,11.5,,15.5,28.8,5800,47.01872,-121.46464
2022-12-11 10:00,418,Corral Pass,11.5,,15.6,29.1,5800,47.01872,-121.46464
2022-12-11 11:00,418,Corral Pass,11.5,44,15.6,29.8,5800,47.01872,-121.46464
2022-12-11 12:00,418,Corral Pass,11.6,44,15.7,30.4,5800,47.01872,-121.46464
2022-12-11 13:00,418,Corral Pass,11.6,46,15.7,30.9,5800,47.01872,-121.46464
2022-12-11 14:00,418,Corral Pass,11.7,46,15.8,29.7,5800,47.01872,-121.46464
2022-12-11 15:00,418,Corral Pass,11.7,45,15.7,28.4,5800,47.01872,-121.46464
2022-12-11 16:00,418,Corral Pass,11.6,44,15.7,27.5,5800,47.01872,-121.46464
2022-12-11 17:00,418,Corral Pass,11.6,44,15.7,26.8,5800,47.01872,-121.46464
2022-12-11 18:00,418,Corral Pass,11.6,44,15.7,27.0,5800,47.01872,-121.46464
2022-12-11 19:00,418,Corral Pass,11.6,45,15.6,27.1,5800,47.01872,-121.46464
2022-12-11 20:00,418,Corral Pass,11.6,45,15.6,26.4,5800,47.01872,-121.46464
2022-12-11 21:00,418,Corral Pass,11.6,,15.6,27.0,5800,47.01872,-121.46464
2022-12-11 22:00,418,Corral Pass,11.6,,15.6,26.8,5800,47.01872,-121.46464
2022-12-11 23:00,418,Corral Pass,11.6,46,15.6,25.9,5800,47.01872,-121.46464
2022-12-12 00:00,418,Corral Pass,11.6,46,15.5,25.7,5800,47.01872,-121.46464
2022-12-12 01:00,418,Corral Pass,11.6,45,15.6,25.2,5800,47.01872,-121.46464
2022-12-12 02:00,418,Corral Pass,11.6,46,15.6,25.0,5800,47.01872,-121.46464
2022-12-12 03:00,418,Corral Pass,11.6,46,15.6,25.0,5800,47.01872,-121.46464
2022-12-12 04:00,418,Corral Pass,11.6,46,15.6,24.1,5800,47.01872,-121.46464
2022-12-12 05:00,418,Corral Pass,11.6,46,15.6,23.7,5800,47.01872,-121.46464
2022-12-12 06:00,418,Corral Pass,11.5,45,15.6,23.5,5800,47.01872,-121.46464
2022-12-12 07:00,418,Corral Pass,11.5,45,15.6,23.4,5800,47.01872,-121.46464
2022-12-12 08:00,418,Corral Pass,11.5,45,15.6,23.4,5800,47.01872,-121.46464
2022-12-12 09:00,418,Corral Pass,11.6,45,15.6,25.2,5800,47.01872,-121.46464
2022-12-12 10:00,418,Corral Pass,11.6,45,15.7,26.6,5800,47.01872,-121.46464
2022-12-12 11:00,418,Corral Pass,11.6,45,15.7,28.4,5800,47.01872,-121.46464
2022-12-12 12:00,418,Corral Pass,11.7,45,15.8,28.0,5800,47.01872,-121.46464
2022-12-12 13:00,418,Corral Pass,11.7,45,15.8,28.9,5800,47.01872,-121.46464
2022-12-12 14:00,418,Corral Pass,11.7,45,15.8,27.9,5800,47.01872,-121.46464
2022-12-12 15:00,418,Corral Pass,11.8,45,15.8,27.0,5800,47.01872,-121.46464
2022-12-12 16:00,418,Corral Pass,11.7,45,15.8,24.6,5800,47.01872,-121.46464
2022-12-12 17:00,418,Corral Pass,11.6,45,15.7,20.7,5800,47.01872,-121.46464
2022-12-12 18:00,418,Corral Pass,11.5,45,15.5,20.5,5800,47.01872,-121.46464
2022-12-12 19:00,418,Corral Pass,11.5,45,15.5,20.8,5800,47.01872,-121.46464
2022-12-12 20:00,418,Corral Pass,11.4,44,15.4,19.9,5800,47.01872,-121.46464
2022-12-12 21:00,418,Corral Pass,11.4,44,15.4,19.6,5800,47.01872,-121.46464
2022-12-12 22:00,418,Corral Pass,11.4,44,15.3,18.7,5800,47.01872,-121.46464
2022-12-12 23:00,418,Corral Pass,11.3,44,15.3,19.9,5800,47.01872,-121.46464
2022-12-13 00:00,418,Corral Pass,11.3,44,15.5,22.1,5800,47.01872,-121.46464
2022-12-13 01:00,418,Corral Pass,11.4,44,15.3,23.7,5800,47.01872,-121.46464
2022-12-13 02:00,418,Corral Pass,11.4,44,15.3,23.2,5800,47.01872,-121.46464
2022-12-13 03:00,418,Corral Pass,11.4,45,15.3,26.6,5800,47.01872,-121.46464
2022-12-13 04:00,418,Corral Pass,11.4,45,15.4,21.9,5800,47.01872,-121.46464
2022-12-13 05:00,418,Corral Pass,11.4,45,15.4,23.9,5800,47.01872,-121.46464
2022-12-13 06:00,418,Corral Pass,11.4,44,15.4,23.9,5800,47.01872,-121.46464
2022-12-13 07:00,418,Corral Pass,11.4,44,15.4,21.4,5800,47.01872,-121.46464
2022-12-13 08:00,418,Corral Pass,11.4,44,15.4,23.4,5800,47.01872,-121.46464
2022-12-13 09:00,418,Corral Pass,11.4,44,15.4,25.2,5800,47.01872,-121.46464
2022-12-13 10:00,418,Corral Pass,11.4,44,15.6,28.4,5800,47.01872,-121.46464
2022-12-13 11:00,418,Corral Pass,11.5,44,15.6,32.7,5800,47.01872,-121.46464
2022-12-13 12:00,418,Corral Pass,11.6,44,15.8,33.3,5800,47.01872,-121.46464
2022-12-13 13:00,418,Corral Pass,11.7,43,15.9,33.1,5800,47.01872,-121.46464
2022-12-13 14:00,418,Corral Pass,11.8,43,15.9,34.0,5800,47.01872,-121.46464
2022-12-13 15:00,418,Corral Pass,11.8,43,15.9,30.4,5800,47.01872,-121.46464
2022-12-13 16:00,418,Corral Pass,11.7,44,15.8,27.0,5800,47.01872,-121.46464
2022-12-13 17:00,418,Corral Pass,11.6,43,15.7,28.6,5800,47.01872,-121.46464
2022-12-13 18:00,418,Corral Pass,11.6,43,15.6,25.7,5800,47.01872,-121.46464
2022-12-13 19:00,418,Corral Pass,11.5,43,15.6,25.3,5800,47.01872,-121.46464
2022-12-13 20:00,418,Corral Pass,11.5,43,15.6,25.9,5800,47.01872,-121.46464
2022-12-13 21:00,418,Corral Pass,11.6,43,15.6,26.2,5800,47.01872,-121.46464
2022-12-13 22:00,418,Corral Pass,11.6,43,15.6,26.2,5800,47.01872,-121.46464
2022-12-13 23:00,418,Corral Pass,11.6,43,15.6,25.7,5800,47.01872,-121.46464
2022-12-14 00:00,418,Corral Pass,11.6,42,15.5,25.9,5800,47.01872,-121.46464
2022-12-14 01:00,418,Corral Pass,11.6,42,15.6,25.3,5800,47.01872,-121.46464
2022-12-14 02:00,418,Corral Pass,11.6,42,15.6,25.5,5800,47.01872,-121.46464
2022-12-14 03:00,418,Corral Pass,11.6,41,15.6,26.6,5800,47.01872,-121.46464
2022-12-14 04:00,418,Corral Pass,11.6,41,15.6,27.9,5800,47.01872,-121.46464
2022-12-14 05:00,418,Corral Pass,11.6,41,15.6,27.7,5800,47.01872,-121.46464
2022-12-14 06:00,418,Corral Pass,11.6,40,15.7,27.1,5800,47.01872,-121.46464
2022-12-14 07:00,418,Corral Pass,11.6,41,15.7,26.8,5800,47.01872,-121.46464
2022-12-14 08:00,418,Corral Pass,11.6,41,15.6,24.4,5800,47.01872,-121.46464
2022-12-14 09:00,418,Corral Pass,11.6,41,15.6,25.9,5800,47.01872,-121.46464
2022-12-14 10:00,418,Corral Pass,11.6,,15.6,29.5,5800,47.01872,-121.46464
2022-12-14 11:00,418,Corral Pass,11.6,41,15.7,36.0,5800,47.01872,-121.46464
2022-12-14 12:00,418,Corral Pass,11.7,42,15.9,37.8,5800,47.01872,-121.46464
2022-12-14 13:00,418,Corral Pass,11.8,42,15.9,38.1,5800,47.01872,-121.46464
2022-12-14 14:00,418,Corral Pass,11.8,42,15.9,35.1,5800,47.01872,-121.46464
2022-12-14 15:00,418,Corral Pass,11.8,42,15.9,36.7,5800,47.01872,-121.46464
2022-12-14 16:00,418,Corral Pass,11.8,43,15.9,33.6,5800,47.01872,-121.46464
2022-12-14 17:00,418,Corral Pass,11.7,43,15.8,33.3,5800,47.01872,-121.46464
2022-12-14 18:00,418,Corral Pass,11.6,42,15.7,32.4,5800,47.01872,-121.46464
2022-12-14 19:00,418,Corral Pass,11.6,43,15.6,33.6,5800,47.01872,-121.46464
2022-12-14 20:00,418,Corral Pass,11.6,42,15.6,33.4,5800,47.01872,-121.46464
2022-12-14 21:00,418,Corral Pass,11.5,42,15.6,33.6,5800,47.01872,-121.46464
2022-12-14 22:00,418,Corral Pass,11.5,42,15.5,32.0,5800,47.01872,-121.46464
2022-12-14 23:00,418,Corral Pass,11.5,42,15.5,30.6,5800,47.01872,-121.46464
2022-12-15 00:00,418,Corral Pass,11.5,42,15.5,30.9,5800,47.01872,-121.46464
2022-12-15 01:00,418,Corral Pass,11.5,42,15.5,31.6,5800,47.01872,-121.46464
2022-12-15 02:00,418,Corral Pass,11.5,42,15.5,32.2,5800,47.01872,-121.46464
2022-12-15 03:00,418,Corral Pass,11.5,42,15.5,31.6,5800,47.01872,-121.46464
2022-12-15 04:00,418,Corral Pass,11.5,42,15.5,32.0,5800,47.01872,-121.46464
2022-12-15 05:00,418,Corral Pass,11.5,42,15.5,32.0,5800,47.01872,-121.46464
2022-12-15 06:00,418,Corral Pass,11.5,42,15.5,31.5,5800,47.01872,-121.46464
2022-12-15 07:00,418,Corral Pass,11.5,42,15.5,30.9,5800,47.01872,-121.46464
2022-12-15 08:00,418,Corral Pass,11.5,42,15.5,30.4,5800,47.01872,-121.46464
2022-12-15 09:00,418,Corral Pass,11.5,42,15.5,32.2,5800,47.01872,-121.46464
2022-12-15 10:00,418,Corral Pass,11.6,42,15.6,34.7,5800,47.01872,-121.46464
2022-12-15 11:00,418,Corral Pass,11.6,41,15.7,36.9,5800,47.01872,-121.46464
2022-12-15 12:00,418,Corral Pass,11.7,41,15.8,39.4,5800,47.01872,-121.46464
2022-12-15 13:00,418,Corral Pass,11.8,41,15.9,37.6,5800,47.01872,-121.46464
2022-12-15 14:00,418,Corral Pass,11.8,41,15.9,38.5,5800,47.01872,-121.46464
2022-12-15 15:00,418,Corral Pass,11.8,41,15.9,34.0,5800,47.01872,-121.46464
2022-12-15 16:00,418,Corral Pass,11.8,42,15.8,30.0,5800,47.01872,-121.46464
2022-12-15 17:00,418,Corral Pass,11.7,42,15.7,27.7,5800,47.01872,-121.46464
2022-12-15 18:00,418,Corral Pass,11.6,41,15.6,27.5,5800,47.01872,-121.46464
2022-12-15 19:00,418,Corral Pass,11.5,41,15.5,24.4,5800,47.01872,-121.46464
2022-12-15 20:00,418,Corral Pass,11.5,41,15.5,23.5,5800,47.01872,-121.46464
2022-12-15 21:00,418,Corral Pass,11.5,41,15.4,24.6,5800,47.01872,-121.46464
2022-12-15 22:00,418,Corral Pass,11.5,40,15.4,25.0,5800,47.01872,-121.46464
2022-12-15 23:00,418,Corral Pass,11.5,41,15.4,25.7,5800,47.01872,-121.46464
2022-12-16 00:00,418,Corral Pass,11.5,41,15.5,26.2,5800,47.01872,-121.46464
2022-12-16 01:00,418,Corral Pass,11.5,41,15.5,27.5,5800,47.01872,-121.46464
2022-12-16 02:00,418,Corral Pass,11.5,41,15.4,28.4,5800,47.01872,-121.46464
2022-12-16 03:00,418,Corral Pass,11.5,40,15.5,28.8,5800,47.01872,-121.46464
2022-12-16 04:00,418,Corral Pass,11.5,41,15.5,29.3,5800,47.01872,-121.46464
2022-12-16 05:00,418,Corral Pass,11.5,40,15.5,32.9,5800,47.01872,-121.46464
2022-12-16 06:00,418,Corral Pass,11.5,40,15.6,32.5,5800,47.01872,-121.46464
2022-12-16 07:00,418,Corral Pass,11.5,40,15.6,33.8,5800,47.01872,-121.46464
2022-12-16 08:00,418,Corral Pass,11.5,41,15.6,34.3,5800,47.01872,-121.46464
2022-12-16 09:00,418,Corral Pass,11.6,40,15.6,37.4,5800,47.01872,-121.46464
2022-12-16 10:00,418,Corral Pass,11.6,40,15.7,38.7,5800,47.01872,-121.46464
2022-12-16 11:00,418,Corral Pass,11.7,40,15.8,41.9,5800,47.01872,-121.46464
2022-12-16 12:00,418,Corral Pass,11.8,40,15.9,42.4,5800,47.01872,-121.46464
2022-12-16 13:00,418,Corral Pass,11.9,40,15.9,43.5,5800,47.01872,-121.46464
2022-12-16 14:00,418,Corral Pass,11.9,40,15.9,43.2,5800,47.01872,-121.46464
2022-12-16 15:00,418,Corral Pass,11.9,40,15.9,42.3,5800,47.01872,-121.46464
2022-12-16 16:00,418,Corral Pass,11.8,40,15.9,35.2,5800,47.01872,-121.46464
2022-12-16 17:00,418,Corral Pass,11.7,41,15.8,34.2,5800,47.01872,-121.46464
2022-12-16 18:00,418,Corral Pass,11.6,41,15.7,32.2,5800,47.01872,-121.46464
2022-12-16 19:00,418,Corral Pass,11.6,40,15.6,32.4,5800,47.01872,-121.46464
2022-12-16 20:00,418,Corral Pass,11.6,41,15.5,32.2,5800,47.01872,-121.46464
2022-12-16 21:00,418,Corral Pass,11.5,40,15.5,30.0,5800,47.01872,-121.46464
2022-12-16 22:00,418,Corral Pass,11.5,40,15.5,32.2,5800,47.01872,-121.46464
2022-12-16 23:00,418,Corral Pass,11.5,40,15.5,31.6,5800,47.01872,-121.46464
2022-12-17 00:00,418,Corral Pass,11.5,40,15.5,30.9,5800,47.01872,-121.46464
2022-12-17 01:00,418,Corral Pass,11.5,40,15.4,31.5,5800,47.01872,-121.46464
2022-12-17 02:00,418,Corral Pass,11.5,40,15.5,30.9,5800,47.01872,-121.46464
2022-12-17 03:00,418,Corral Pass,11.5,40,15.5,30.7,5800,47.01872,-121.46464
2022-12-17 04:00,418,Corral Pass,11.5,40,15.5,31.6,5800,47.01872,-121.46464
2022-12-17 05:00,418,Corral Pass,11.5,40,15.5,30.4,5800,47.01872,-121.46464
2022-12-17 06:00,418,Corral Pass,11.5,40,15.5,30.4,5800,47.01872,-121.46464
2022-12-17 07:00,418,Corral Pass,11.5,40,15.5,28.4,5800,47.01872,-121.46464
2022-12-17 08:00,418,Corral Pass,11.5,40,15.5,29.5,5800,47.01872,-121.46464
2022-12-17 09:00,418,Corral Pass,11.5,40,15.5,30.0,5800,47.01872,-121.46464
2022-12-17 10:00,418,Corral Pass,11.6,40,15.6,31.1,5800,47.01872,-121.46464
2022-12-17 11:00,418,Corral Pass,11.7,40,15.7,31.6,5800,47.01872,-121.46464
2022-12-17 12:00,418,Corral Pass,11.7,40,15.8,31.6,5800,47.01872,-121.46464
2022-12-17 13:00,418,Corral Pass,11.8,40,15.9,31.5,5800,47.01872,-121.46464
2022-12-17 14:00,418,Corral Pass,11.8,40,15.9,28.2,5800,47.01872,-121.46464
2022-12-17 15:00,418,Corral Pass,11.8,40,15.8,22.6,5800,47.01872,-121.46464
2022-12-17 16:00,418,Corral Pass,11.7,39,15.7,22.5,5800,47.01872,-121.46464
2022-12-17 17:00,418,Corral Pass,11.6,38,15.6,23.7,5800,47.01872,-121.46464
2022-12-17 18:00,418,Corral Pass,11.6,38,15.6,22.8,5800,47.01872,-121.46464
2022-12-17 19:00,418,Corral Pass,11.5,38,15.5,21.9,5800,47.01872,-121.46464
2022-12-17 20:00,418,Corral Pass,11.4,37,15.4,21.4,5800,47.01872,-121.46464
2022-12-17 21:00,418,Corral Pass,11.4,38,15.4,21.0,5800,47.01872,-121.46464
2022-12-17 22:00,418,Corral Pass,11.4,37,15.4,21.6,5800,47.01872,-121.46464
2022-12-17 23:00,418,Corral Pass,11.4,38,15.4,22.1,5800,47.01872,-121.46464
2022-12-18 00:00,418,Corral Pass,11.4,38,15.5,21.2,5800,47.01872,-121.46464
2022-12-18 01:00,418,Corral Pass,11.4,,15.4,22.1,5800,47.01872,-121.46464
2022-12-18 02:00,418,Corral Pass,11.4,,15.4,22.1,5800,47.01872,-121.46464
2022-12-18 03:00,418,Corral Pass,11.4,37,15.5,21.7,5800,47.01872,-121.46464
2022-12-18 04:00,418,Corral Pass,11.4,38,15.4,21.4,5800,47.01872,-121.46464
2022-12-18 05:00,418,Corral Pass,11.4,37,15.4,21.6,5800,47.01872,-121.46464
2022-12-18 06:00,418,Corral Pass,11.4,37,15.4,20.5,5800,47.01872,-121.46464
2022-12-18 07:00,418,Corral Pass,11.4,36,15.4,20.5,5800,47.01872,-121.46464
2022-12-18 08:00,418,Corral Pass,11.4,37,15.4,19.9,5800,47.01872,-121.46464
2022-12-18 09:00,418,Corral Pass,11.4,,15.4,19.9,5800,47.01872,-121.46464
2022-12-18 10:00,418,Corral Pass,11.4,,15.5,20.3,5800,47.01872,-121.46464
2022-12-18 11:00,418,Corral Pass,11.5,,15.6,23.2,5800,47.01872,-121.46464
2022-12-18 12:00,418,Corral Pass,11.6,38,15.7,23.4,5800,47.01872,-121.46464
2022-12-18 13:00,418,Corral Pass,11.6,38,15.8,23.2,5800,47.01872,-121.46464
2022-12-18 14:00,418,Corral Pass,11.7,40,15.8,21.2,5800,47.01872,-121.46464
2022-12-18 15:00,418,Corral Pass,11.7,40,15.8,20.1,5800,47.01872,-121.46464
2022-12-18 16:00,418,Corral Pass,11.7,40,15.8,19.6,5800,47.01872,-121.46464
2022-12-18 17:00,418,Corral Pass,11.7,,15.7,19.8,5800,47.01872,-121.46464
2022-12-18 18:00,418,Corral Pass,11.8,,15.7,19.4,5800,47.01872,-121.46464
2022-12-18 19:00,418,Corral Pass,11.8,,15.7,18.0,5800,47.01872,-121.46464
2022-12-18 20:00,418,Corral Pass,11.8,44,15.7,17.2,5800,47.01872,-121.46464
2022-12-18 21:00,418,Corral Pass,11.8,,15.7,17.1,5800,47.01872,-121.46464
2022-12-18 22:00,418,Corral Pass,11.8,,15.7,16.3,5800,47.01872,-121.46464
2022-12-18 23:00,418,Corral Pass,11.8,,15.7,16.3,5800,47.01872,-121.46464
2022-12-19 00:00,418,Corral Pass,11.8,44,15.7,16.2,5800,47.01872,-121.46464
2022-12-19 01:00,418,Corral Pass,11.8,,15.7,15.8,5800,47.01872,-121.46464
2022-12-19 02:00,418,Corral Pass,11.8,,15.7,14.9,5800,47.01872,-121.46464
2022-12-19 03:00,418,Corral Pass,11.8,,15.7,15.3,5800,47.01872,-121.46464
2022-12-19 04:00,418,Corral Pass,11.8,,15.7,14.9,5800,47.01872,-121.46464
2022-12-19 05:00,418,Corral Pass,11.8,,15.7,14.5,5800,47.01872,-121.46464
2022-12-19 06:00,418,Corral Pass,11.8,,15.7,14.0,5800,47.01872,-121.46464
2022-12-19 07:00,418,Corral Pass,11.8,,15.7,14.0,5800,47.01872,-121.46464
2022-12-19 08:00,418,Corral Pass,11.8,,15.7,14.0,5800,47.01872,-121.46464
2022-12-19 09:00,418,Corral Pass,11.8,,15.7,16.3,5800,47.01872,-121.46464
2022-12-19 10:00,418,Corral Pass,11.8,,15.8,18.0,5800,47.01872,-121.46464
2022-12-19 11:00,418,Corral Pass,11.9,,15.8,18.5,5800,47.01872,-121.46464
2022-12-19 12:00,418,Corral Pass,11.9,,15.9,19.6,5800,47.01872,-121.46464
2022-12-19 13:00,418,Corral Pass,12.0,,15.9,20.3,5800,47.01872,-121.46464
2022-12-19 14:00,418,Corral Pass,12.0,44,16.0,20.1,5800,47.01872,-121.46464
2022-12-19 15:00,418,Corral Pass,12.0,46,16.0,19.6,5800,47.01872,-121.46464
2022-12-19 16:00,418,Corral Pass,12.0,46,16.0,18.7,5800,47.01872,-121.46464
2022-12-19 17:00,418,Corral Pass,12.0,,15.9,18.3,5800,47.01872,-121.46464
2022-12-19 18:00,418,Corral Pass,12.0,46,15.9,18.5,5800,47.01872,-121.46464
2022-12-19 19:00,418,Corral Pass,12.0,46,15.9,19.9,5800,47.01872,-121.46464
2022-12-19 20:00,418,Corral Pass,12.0,47,15.9,19.8,5800,47.01872,-121.46464
2022-12-19 21:00,418,Corral Pass,12.1,47,16.0,23.4,5800,47.01872,-121.46464
2022-12-19 22:00,418,Corral Pass,12.1,46,16.0,23.9,5800,47.01872,-121.46464
2022-12-19 23:00,418,Corral Pass,12.2,48,16.1,25.0,5800,47.01872,-121.46464
2022-12-20 00:00,418,Corral Pass,12.3,46,16.2,25.3,5800,47.01872,-121.46464
2022-12-20 01:00,418,Corral Pass,12.3,,,24.6,5800,47.01872,-121.46464
2022-12-20 02:00,418,Corral Pass,12.4,,,25.0,5800,47.01872,-121.46464
2022-12-20 03:00,418,Corral Pass,12.4,49,,24.6,5800,47.01872,-121.46464
2022-12-20 04:00,418,Corral Pass,12.4,,,25.0,5800,47.01872,-121.46464
2022-12-20 05:00,418,Corral Pass,12.5,47,,24.6,5800,47.01872,-121.46464
2022-12-20 06:00,418,Corral Pass,12.5,,,24.4,5800,47.01872,-121.46464
2022-12-20 07:00,418,Corral Pass,12.5,,,25.3,5800,47.01872,-121.46464
2022-12-20 08:00,418,Corral Pass,12.5,,,25.9,5800,47.01872,-121.46464
2022-12-20 09:00,418,Corral Pass,12.6,,,27.3,5800,47.01872,-121.46464
2022-12-20 10:00,418,Corral Pass,12.6,48,,28.2,5800,47.01872,-121.46464
2022-12-20 11:00,418,Corral Pass,12.8,50,,29.3,5800,47.01872,-121.46464
2022-12-20 12:00,418,Corral Pass,13.0,50,,29.5,5800,47.01872,-121.46464
2022-12-20 13:00,418,Corral Pass,13.2,52,,29.7,5800,47.01872,-121.46464
2022-12-20 14:00,418,Corral Pass,13.4,54,,28.9,5800,47.01872,-121.46464
2022-12-20 15:00,418,Corral Pass,13.4,54,,28.0,5800,47.01872,-121.46464
2022-12-20 16:00,418,Corral Pass,13.5,53,,25.9,5800,47.01872,-121.46464
2022-12-20 17:00,418,Corral Pass,13.5,53,,23.7,5800,47.01872,-121.46464
2022-12-20 18:00,418,Corral Pass,13.5,54,,21.7,5800,47.01872,-121.46464
2022-12-20 19:00,418,Corral Pass,13.5,53,,20.8,5800,47.01872,-121.46464
2022-12-20 20:00,418,Corral Pass,13.4,53,,17.1,5800,47.01872,-121.46464
2022-12-20 21:00,418,Corral Pass,13.4,53,,15.4,5800,47.01872,-121.46464
2022-12-20 22:00,418,Corral Pass,13.3,53,,14.4,5800,47.01872,-121.46464
2022-12-20 23:00,418,Corral Pass,13.3,53,,14.4,5800,47.01872,-121.46464
2022-12-21 00:00,418,Corral Pass,13.3,53,17.2,13.8,5800,47.01872,-121.46464
2022-12-21 01:00,418,Corral Pass,13.2,52,,13.6,5800,47.01872,-121.46464
2022-12-21 02:00,418,Corral Pass,13.3,52,,13.3,5800,47.01872,-121.46464
2022-12-21 03:00,418,Corral Pass,13.3,50,,13.3,5800,47.01872,-121.46464
2022-12-21 04:00,418,Corral Pass,13.3,50,,12.7,5800,47.01872,-121.46464
2022-12-21 05:00,418,Corral Pass,13.2,50,,12.9,5800,47.01872,-121.46464
2022-12-21 06:00,418,Corral Pass,13.3,,,12.9,5800,47.01872,-121.46464
2022-12-21 07:00,418,Corral Pass,13.3,,,12.7,5800,47.01872,-121.46464
2022-12-21 08:00,418,Corral Pass,13.3,,,12.6,5800,47.01872,-121.46464
2022-12-21 09:00,418,Corral Pass,13.3,,,12.7,5800,47.01872,-121.46464
2022-12-21 10:00,418,Corral Pass,13.3,,,13.6,5800,47.01872,-121.46464
2022-12-21 11:00,418,Corral Pass,13.3,,,15.8,5800,47.01872,-121.46464
2022-12-21 12:00,418,Corral Pass,13.4,,,17.8,5800,47.01872,-121.46464
2022-12-21 13:00,418,Corral Pass,13.5,,,24.1,5800,47.01872,-121.46464
2022-12-21 14:00,418,Corral Pass,13.5,48,,24.1,5800,47.01872,-121.46464
2022-12-21 15:00,418,Corral Pass,13.5,,,17.8,5800,47.01872,-121.46464
2022-12-21 16:00,418,Corral Pass,13.5,49,,11.5,5800,47.01872,-121.46464
2022-12-21 17:00,418,Corral Pass,13.4,50,,8.8,5800,47.01872,-121.46464
2022-12-21 18:00,418,Corral Pass,13.3,49,,6.3,5800,47.01872,-121.46464
2022-12-21 19:00,418,Corral Pass,13.2,49,,5.5,5800,47.01872,-121.46464
2022-12-21 20:00,418,Corral Pass,13.1,,,3.0,5800,47.01872,-121.46464
2022-12-21 21:00,418,Corral Pass,13.1,50,,1.4,5800,47.01872,-121.46464
2022-12-21 22:00,418,Corral Pass,13.0,51,,-2.2,5800,47.01872,-121.46464
2022-12-21 23:00,418,Corral Pass,13.0,50,,-2.0,5800,47.01872,-121.46464
2022-12-22 00:00,418,Corral Pass,13.0,50,17.2,-4.4,5800,47.01872,-121.46464
2022-12-22 01:00,418,Corral Pass,13.0,51,,-4.7,5800,47.01872,-121.46464
2022-12-22 02:00,418,Corral Pass,12.9,50,,-4.2,5800,47.01872,-121.46464
2022-12-22 03:00,418,Corral Pass,12.9,49,,-4.5,5800,47.01872,-121.46464
2022-12-22 04:00,418,Corral Pass,12.9,49,,-5.6,5800,47.01872,-121.46464
2022-12-22 05:00,418,Corral Pass,12.9,48,,-5.8,5800,47.01872,-121.46464
2022-12-22 06:00,418,Corral Pass,12.9,,,-7.6,5800,47.01872,-121.46464
2022-12-22 07:00,418,Corral Pass,12.9,,,-8.7,5800,47.01872,-121.46464
2022-12-22 08:00,418,Corral Pass,12.9,,,-7.2,5800,47.01872,-121.46464
2022-12-22 09:00,418,Corral Pass,12.9,48,,-6.2,5800,47.01872,-121.46464
