Date PDT,Temp F,PcpAc in,∆Pcp in,SWE in,∆SWE  in,SnoHt in,∆SnoHt in
Feb 24 20:00,11,45.2,0,37.5,0.2,96,-1
Feb 24 19:00,12,45.3,0.1,37.5,0.1,96,-1
Feb 24 18:00,12,45.2,0,37.6,0.2,96,-1
Feb 24 17:00,13,45.2,0,37.5,0.1,96,-1
Feb 24 16:00,16,45.2,0,37.5,0.1,95,-2
Feb 24 15:00,23,45.2,0,37.5,0,95,-2
Feb 24 14:00,24,45.2,0,37.5,0,95,-2
Feb 24 13:00,23,45.2,0,37.5,0,95,-2
Feb 24 12:00,22,45.2,0,37.4,-0.1,95,-2
Feb 24 11:00,11,45.1,-0.1,37.4,0,96,-1
Feb 24 10:00,6,45.1,-0.1,37.3,-0.1,96,-1
Feb 24 9:00,1,45.2,0.1,37.3,-0.1,96,-2
Feb 24 8:00,-4,45.2,0,37.3,-0.1,96,-1
Feb 24 7:00,-7,45.2,0,37.3,-0.1,96,-2
Feb 24 6:00,-7,45.2,0,37.3,-0.2,96,-2
Feb 24 5:00,-7,45.2,0,37.4,-0.1,97,-1
Feb 24 4:00,-7,45.2,0,37.3,-0.2,96,-2
Feb 24 3:00,-7,45.2,0,37.3,-0.2,96,-2
Feb 24 2:00,-6,45.2,0,37.3,-0.2,97,-1
Feb 24 1:00,-7,45.2,0,37.3,-0.2,97,-1
Feb 24 0:00,-6,45.2,0,37.3,-0.2,97,-1
Feb 23 23:00,-5,45.2,0,37.3,-0.2,97,-1
Feb 23 22:00,-4,45.2,0,37.3,-0.2,97,-1
Feb 23 21:00,-1,45.2,0,37.3,-0.2,97,-1
Feb 23 20:00,-1,45.2,0,37.3,-0.2,97,-1
Feb 23 19:00,1,45.2,0,37.4,-0.1,97,-1
Feb 23 18:00,2,45.2,0,37.4,-0.1,97,-1
Feb 23 17:00,4,45.2,0,37.4,-0.1,97,-1
Feb 23 16:00,5,45.2,0,37.4,-0.1,97,0
Feb 23 15:00,6,45.2,0,37.5,-0.1,97,
Feb 23 14:00,6,45.2,0,37.5,0,97,3
Feb 23 13:00,6,45.2,0,37.5,0,97,1
Feb 23 12:00,4,45.2,0,37.5,0,97,1
Feb 23 11:00,4,45.2,0,37.4,-0.1,97,2
Feb 23 10:00,3,45.2,0,37.4,-0.1,97,2
Feb 23 9:00,1,45.1,-0.1,37.4,-0.1,98,
Feb 23 8:00,-2,45.2,0,37.4,-0.1,97,
Feb 23 7:00,-2,45.2,0,37.4,-0.1,98,2
Feb 23 6:00,-2,45.2,0,37.5,-0.1,98,4
Feb 23 5:00,-1,45.2,0,37.5,-0.1,98,
Feb 23 4:00,0,45.2,0.1,37.5,-0.1,98,1
Feb 23 3:00,1,45.2,0.1,37.5,-0.1,98,1
Feb 23 2:00,2,45.2,0.1,37.5,-0.1,98,1
Feb 23 1:00,2,45.2,0.1,37.5,-0.1,98,1
Feb 23 0:00,3,45.2,0.1,37.5,-0.1,98,2
Feb 22 23:00,4,45.2,0.1,37.5,-0.1,98,2
Feb 22 22:00,5,45.2,0.1,37.5,-0.1,98,2
Feb 22 21:00,6,45.2,0.1,37.5,-0.2,98,2
Feb 22 20:00,7,45.2,0.1,37.5,-0.2,98,3
Feb 22 19:00,7,45.2,0.1,37.5,-0.2,98,1
Feb 22 18:00,9,45.2,0.1,37.5,-0.2,98,1
Feb 22 17:00,10,45.2,0.1,37.5,-0.2,98,0
Feb 22 16:00,13,45.2,0.1,37.5,-0.2,97,0
Feb 22 15:00,14,45.2,0.1,37.6,-0.2,,
Feb 22 14:00,15,45.2,0.1,37.5,-0.3,94,-3
Feb 22 13:00,15,45.2,0.1,37.5,-0.3,96,
Feb 22 12:00,15,45.2,0.1,37.5,-0.2,96,
Feb 22 11:00,16,45.2,0.1,37.5,-0.2,95,-1
Feb 22 10:00,16,45.2,0.2,37.5,-0.2,95,-3
Feb 22 9:00,17,45.2,0.2,37.5,-0.2,,
Feb 22 8:00,16,45.2,0.3,37.5,-0.2,,
Feb 22 7:00,16,45.2,0.3,37.5,-0.2,96,-1
Feb 22 6:00,17,45.2,0.3,37.6,0,94,-2
Feb 22 5:00,19,45.2,0.3,37.6,0,,
Feb 22 4:00,19,45.1,0.3,37.6,0.1,97,2
Feb 22 3:00,19,45.1,0.3,37.6,0.1,97,3
Feb 22 2:00,19,45.1,0.4,37.6,0.2,97,3
Feb 22 1:00,19,45.1,0.4,37.6,0.2,97,3
Feb 22 0:00,20,45.1,0.4,37.6,0.2,96,2
Feb 21 23:00,20,45.1,0.5,37.6,0.2,96,2
Feb 21 22:00,20,45.1,0.5,37.6,0.1,96,2
Feb 21 21:00,21,45.1,0.5,37.7,0.3,96,2
Feb 21 20:00,21,45.1,0.5,37.7,0.3,95,1
Feb 21 19:00,22,45.1,0.4,37.7,0.3,97,3
Feb 21 18:00,22,45.1,0.5,37.7,0.6,97,4
Feb 21 17:00,23,45.1,0.5,37.7,0.7,98,5
Feb 21 16:00,25,45.1,0.5,37.7,0.8,97,3
Feb 21 15:00,26,45.1,0.6,37.8,1,97,3
Feb 21 14:00,26,45.1,0.6,37.8,1.1,97,3
Feb 21 13:00,26,45.1,0.6,37.8,1.1,,
Feb 21 12:00,25,45.1,0.6,37.7,1,,
Feb 21 11:00,24,45.1,0.6,37.7,1.1,96,2
Feb 21 10:00,24,45,0.5,37.7,1.1,98,4
Feb 21 9:00,24,45,0.5,37.7,1.1,96,2
Feb 21 8:00,23,44.9,0.4,37.7,1.2,97,3
Feb 21 7:00,23,44.9,0.4,37.7,1.2,97,3
Feb 21 6:00,23,44.9,0.5,37.6,1.1,96,2
Feb 21 5:00,23,44.9,0.5,37.6,1.1,95,1
Feb 21 4:00,24,44.8,0.4,37.5,1,95,1
Feb 21 3:00,25,44.8,0.4,37.5,1,94,0
Feb 21 2:00,25,44.7,0.3,37.4,0.9,94,0
Feb 21 1:00,26,44.7,0.3,37.4,0.9,94,0
Feb 21 0:00,28,44.7,0.3,37.4,0.9,94,0
Feb 20 23:00,32,44.6,0.2,37.4,0.9,94,0
Feb 20 22:00,33,44.6,0.2,37.5,1,94,0
Feb 20 21:00,33,44.6,0.2,37.4,0.9,94,0
Feb 20 20:00,33,44.6,0.2,37.4,0.9,94,0
Feb 20 19:00,32,44.7,0.3,37.4,0.9,94,-1
Feb 20 18:00,33,44.6,0.2,37.1,0.6,93,-2
Feb 20 17:00,32,44.6,0.2,37,0.5,93,-2
Feb 20 16:00,34,44.6,0.2,36.9,0.4,94,-1
Feb 20 15:00,34,44.5,0.1,36.8,0.3,94,-1
Feb 20 14:00,38,44.5,0.1,36.7,0.2,94,-1
Feb 20 13:00,40,44.5,0.1,36.7,0.2,94,-1
Feb 20 12:00,38,44.5,0.1,36.7,0.2,94,-1
Feb 20 11:00,38,44.5,0.1,36.6,0.2,94,-1
Feb 20 10:00,36,44.5,0.1,36.6,0.2,94,-1
Feb 20 9:00,35,44.5,0.1,36.6,0.2,94,-1
Feb 20 8:00,35,44.5,0.2,36.5,0.1,94,-1
Feb 20 7:00,33,44.5,0.2,36.5,0.1,94,-1
Feb 20 6:00,33,44.4,0.1,36.5,0.1,94,-1
Feb 20 5:00,33,44.4,0.1,36.5,0.1,94,-1
Feb 20 4:00,33,44.4,0.1,36.5,0.1,94,-2
Feb 20 3:00,35,44.4,0.1,36.5,0.1,94,-2
Feb 20 2:00,34,44.4,0.1,36.5,0.2,94,-2
Feb 20 1:00,35,44.4,0.1,36.5,0.1,94,-2
Feb 20 0:00,35,44.4,0.1,36.5,0.1,94,-2
Feb 19 23:00,35,44.4,0.1,36.5,0.1,94,-2
Feb 19 22:00,35,44.4,0.1,36.5,0.2,94,-2
Feb 19 21:00,34,44.4,0.1,36.5,0.2,94,-2
Feb 19 20:00,35,44.4,0.1,36.5,0.1,94,-2
Feb 19 19:00,35,44.4,0.1,36.5,0.1,95,-1
Feb 19 18:00,33,44.4,0.1,36.5,0.1,95,-1
Feb 19 17:00,33,44.4,0.1,36.5,0.1,95,-1
Feb 19 16:00,34,44.4,0.1,36.5,0.1,95,-1
Feb 19 15:00,34,44.4,0.1,36.5,0.2,95,-1
Feb 19 14:00,35,44.4,0.1,36.5,0.2,95,0
Feb 19 13:00,33,44.4,0.1,36.5,0.2,95,0
Feb 19 12:00,33,44.4,0.1,36.5,0.2,95,0
Feb 19 11:00,35,44.4,0.2,36.4,0.1,95,0
Feb 19 10:00,34,44.4,0.2,36.4,0.2,95,0
Feb 19 9:00,34,44.4,0.2,36.4,0.2,95,0
Feb 19 8:00,31,44.3,0.1,36.4,0.2,95,0
Feb 19 7:00,31,44.3,0.1,36.4,0.2,95,0
Feb 19 6:00,29,44.3,0.1,36.4,0.2,95,0
Feb 19 5:00,29,44.3,0.1,36.4,0.2,95,0
Feb 19 4:00,28,44.3,0.1,36.4,0.2,96,1
Feb 19 3:00,29,44.3,0.1,36.4,0.2,96,0
Feb 19 2:00,27,44.3,0.1,36.3,0.1,96,0
Feb 19 1:00,28,44.3,0.1,36.4,0.2,96,0
Feb 19 0:00,27,44.3,0.1,36.4,0.2,96,0
Feb 18 23:00,29,44.3,0.1,36.4,0.2,96,0
Feb 18 22:00,29,44.3,0.1,36.3,0.1,96,0
Feb 18 21:00,29,44.3,0.1,36.3,0.1,96,0
Feb 18 20:00,29,44.3,0.1,36.4,0.2,96,0
Feb 18 19:00,29,44.3,0.1,36.4,0.2,96,0
Feb 18 18:00,30,44.3,0.1,36.4,0.2,96,0
Feb 18 17:00,31,44.3,0.1,36.4,0.2,96,0
Feb 18 16:00,31,44.3,0.1,36.4,0.2,96,0
Feb 18 15:00,32,44.3,0.1,36.3,0.1,96,0
Feb 18 14:00,33,44.3,0.1,36.3,0.2,95,-1
Feb 18 13:00,32,44.3,0.1,36.3,0.2,95,0
Feb 18 12:00,32,44.3,0.1,36.3,0.3,95,1
Feb 18 11:00,31,44.2,0,36.3,0.3,95,1
Feb 18 10:00,30,44.2,0.1,36.2,0.2,95,1
Feb 18 9:00,29,44.2,0.1,36.2,0.2,95,2
Feb 18 8:00,27,44.2,0.1,36.2,0.3,95,1
Feb 18 7:00,28,44.2,0.1,36.2,0.2,95,0
Feb 18 6:00,27,44.2,0.1,36.2,0.3,95,0
Feb 18 5:00,28,44.2,0.1,36.2,0.3,95,0
Feb 18 4:00,26,44.2,0.1,36.2,0.3,95,0
Feb 18 3:00,26,44.2,0.1,36.2,0.3,96,1
Feb 18 2:00,27,44.2,0.1,36.2,0.3,96,1
Feb 18 1:00,25,44.2,0.1,36.2,0.3,96,1
Feb 18 0:00,22,44.2,0.1,36.2,0.3,96,1
Feb 17 23:00,24,44.2,0.1,36.2,0.3,96,1
Feb 17 22:00,25,44.2,0.1,36.2,0.3,96,1
Feb 17 21:00,25,44.2,0.1,36.2,0.3,96,1
Feb 17 20:00,26,44.2,0.1,36.2,0.3,96,1
Feb 17 19:00,26,44.2,0.1,36.2,0.3,96,1
Feb 17 18:00,27,44.2,0.1,36.2,0.2,96,0
Feb 17 17:00,28,44.2,0.1,36.2,0.2,96,0
Feb 17 16:00,30,44.2,0.1,36.2,0.2,96,1
Feb 17 15:00,31,44.2,0.1,36.2,0.2,96,1
Feb 17 14:00,32,44.2,0.1,36.1,0.1,96,1
Feb 17 13:00,31,44.2,0.1,36.1,0.1,95,-1
Feb 17 12:00,31,44.2,0.1,36,0,94,-1
Feb 17 11:00,31,44.2,0.1,36,0,94,-2
Feb 17 10:00,31,44.1,0,36,0.1,94,-2
Feb 17 9:00,28,44.1,0,36,0.1,93,-3
Feb 17 8:00,27,44.1,0,35.9,0,94,-2
Feb 17 7:00,27,44.1,0,36,0,95,-1
Feb 17 6:00,25,44.1,0,35.9,-0.1,95,-1
Feb 17 5:00,25,44.1,0,35.9,-0.1,95,-1
Feb 17 4:00,25,44.1,0,35.9,-0.1,95,-1
Feb 17 3:00,26,44.1,0,35.9,-0.1,95,-1
Feb 17 2:00,25,44.1,0,35.9,-0.1,95,-1
Feb 17 1:00,26,44.1,0,35.9,0,95,-1
Feb 17 0:00,27,44.1,0,35.9,0,95,-1
Feb 16 23:00,27,44.1,0,35.9,0,95,-1
Feb 16 22:00,28,44.1,0,35.9,0,95,-1
Feb 16 21:00,28,44.1,0,35.9,0,95,-1
Feb 16 20:00,28,44.1,0,35.9,0,95,-1
Feb 16 19:00,28,44.1,0,35.9,0,95,-1
Feb 16 18:00,29,44.1,0,36,0.1,96,0
Feb 16 17:00,30,44.1,0,36,0.1,96,0
Feb 16 16:00,30,44.1,0,36,0,95,-1
Feb 16 15:00,32,44.1,0,36,0.1,95,0
Feb 16 14:00,36,44.1,0,36,0,95,0
Feb 16 13:00,37,44.1,0,36,0.1,96,0
Feb 16 12:00,35,44.1,0,36,0.1,95,-1
Feb 16 11:00,32,44.1,0,36,0.2,96,0
Feb 16 10:00,30,44.1,0,35.9,0.1,96,0
Feb 16 9:00,24,44.1,0,35.9,0.1,96,0
Feb 16 8:00,21,44.1,0,35.9,0.1,96,0
Feb 16 7:00,20,44.1,0,36,0.2,96,2
Feb 16 6:00,21,44.1,0,36,0.2,96,0
Feb 16 5:00,22,44.1,0,36,0.2,96,0
Feb 16 4:00,22,44.1,0,36,0.2,96,1
Feb 16 3:00,22,44.1,0,36,0.2,96,-1
Feb 16 2:00,22,44.1,0,36,0.2,96,0
Feb 16 1:00,23,44.1,0,35.9,0.1,96,2
Feb 16 0:00,20,44.1,0,35.9,0.1,96,1
Feb 15 23:00,18,44.1,0,35.9,0.1,96,1
Feb 15 22:00,18,44.1,0,35.9,0.1,96,-1
Feb 15 21:00,18,44.1,0,35.9,0.1,96,0
Feb 15 20:00,18,44.1,0,35.9,0.1,96,-2
Feb 15 19:00,19,44.1,0,35.9,0,96,-1
Feb 15 18:00,21,44.1,0,35.9,0,96,-1
Feb 15 17:00,23,44.1,0,35.9,0,96,0
Feb 15 16:00,26,44.1,0,36,0.1,96,0
Feb 15 15:00,32,44.1,0,35.9,0,95,-1
Feb 15 14:00,37,44.1,0,36,0.1,95,-2
Feb 15 13:00,35,44.1,0,35.9,0,96,0
Feb 15 12:00,33,44.1,0,35.9,0,96,-1
Feb 15 11:00,27,44.1,0,35.8,-0.1,96,-2
Feb 15 10:00,22,44.1,0.1,35.8,-0.1,96,-2
Feb 15 9:00,17,44.1,0.1,35.8,-0.1,96,-2
Feb 15 8:00,14,44.1,0.1,35.8,-0.1,96,-1
Feb 15 7:00,13,44.1,0.1,35.8,-0.1,94,-3
Feb 15 6:00,13,44.1,0.1,35.8,-0.2,96,-2
Feb 15 5:00,13,44.1,0.1,35.8,-0.2,96,-2
Feb 15 4:00,13,44.1,0.1,35.8,-0.3,95,-2
Feb 15 3:00,13,44.1,0.1,35.8,-0.3,97,
Feb 15 2:00,14,44.1,0.1,35.8,-0.3,96,
Feb 15 1:00,14,44.1,0.1,35.8,-0.3,94,-4
Feb 15 0:00,14,44.1,0.1,35.8,-0.3,95,-3
Feb 14 23:00,15,44.1,0.1,35.8,-0.2,95,-3
Feb 14 22:00,15,44.1,0.1,35.8,-0.2,97,-1
Feb 14 21:00,17,44.1,0.1,35.8,-0.2,96,-1
Feb 14 20:00,17,44.1,0.1,35.8,-0.3,98,1
Feb 14 19:00,18,44.1,0.1,35.9,-0.2,97,-1
Feb 14 18:00,21,44.1,0.1,35.9,-0.2,97,-1
Feb 14 17:00,21,44.1,0.1,35.9,-0.3,96,-2
Feb 14 16:00,21,44.1,0.1,35.9,-0.2,96,0
Feb 14 15:00,27,44.1,0.1,35.9,-0.3,96,
Feb 14 14:00,25,44.1,0.1,35.9,-0.3,97,-1
Feb 14 13:00,32,44.1,0.1,35.9,-0.3,96,-2
Feb 14 12:00,29,44.1,0.2,35.9,-0.2,97,0
Feb 14 11:00,22,44.1,0.2,35.9,-0.2,98,0
Feb 14 10:00,21,44,0.1,35.9,-0.2,98,2
Feb 14 9:00,18,44,0.1,35.9,-0.1,98,2
Feb 14 8:00,17,44,0.1,35.9,-0.1,97,1
Feb 14 7:00,16,44,0.2,35.9,-0.1,97,1
Feb 14 6:00,15,44,0.3,36,0,98,2
Feb 14 5:00,16,44,0.2,36,0.1,98,1
Feb 14 4:00,15,44,0.2,36.1,0.2,97,0
Feb 14 3:00,16,44,0.3,36.1,0.2,,
Feb 14 2:00,17,44,0.3,36.1,0.1,,
Feb 14 1:00,19,44,0.3,36.1,0.1,98,1
Feb 14 0:00,19,44,0.1,36.1,0.2,98,1
Feb 13 23:00,20,44,0.3,36,0,98,1
Feb 13 22:00,20,44,0.3,36,0.1,98,1
Feb 13 21:00,20,44,0.3,36,0.1,97,0
Feb 13 20:00,22,44,0.3,36.1,0.3,97,0
Feb 13 19:00,23,44,0.3,36.1,0.3,98,1
Feb 13 18:00,24,44,0.3,36.1,0.4,98,1
Feb 13 17:00,25,44,0.3,36.2,0.5,98,1
Feb 13 16:00,25,44,0.3,36.1,0.4,96,-1
Feb 13 15:00,25,44,0.3,36.2,0.6,,
Feb 13 14:00,28,44,0.3,36.2,0.6,98,1
Feb 13 13:00,28,44,0.3,36.2,0.6,98,1
Feb 13 12:00,28,43.9,0.2,36.1,0.6,97,0
Feb 13 11:00,28,43.9,0.2,36.1,0.6,98,2
Feb 13 10:00,26,43.9,0.2,36.1,0.6,96,-2
Feb 13 9:00,27,43.9,0.2,36,0.5,96,-1
Feb 13 8:00,26,43.9,0.2,36,0.5,96,-1
Feb 13 7:00,26,43.8,0.1,36,0.5,96,-2
Feb 13 6:00,25,43.7,0,36,0.5,96,-1
Feb 13 5:00,26,43.8,0.1,35.9,0.4,97,-1
Feb 13 4:00,29,43.8,0.1,35.9,0.5,97,0
Feb 13 3:00,32,43.7,0,35.9,0.5,97,-1
Feb 13 2:00,34,43.7,0,36,0.6,97,0
Feb 13 1:00,36,43.7,0,36,0.6,97,0
Feb 13 0:00,37,43.9,0.2,35.9,0.4,97,-1
Feb 12 23:00,34,43.7,0,36,0.5,97,-1
Feb 12 22:00,34,43.7,0,35.9,0.4,97,-1
Feb 12 21:00,35,43.7,0,35.9,0.4,97,-1
Feb 12 20:00,37,43.7,0,35.8,0.3,97,-1
Feb 12 19:00,37,43.7,0,35.8,0.3,97,-1
Feb 12 18:00,37,43.7,0,35.7,0.2,97,-1
Feb 12 17:00,36,43.7,0,35.7,0.2,97,-1
Feb 12 16:00,37,43.7,0,35.7,0.2,97,-1
Feb 12 15:00,40,43.7,0,35.6,0.1,97,1
Feb 12 14:00,39,43.7,0,35.6,0.1,97,0
Feb 12 13:00,45,43.7,0,35.6,0.1,97,-1
Feb 12 12:00,42,43.7,0,35.5,0,97,-1
Feb 12 11:00,38,43.7,0,35.5,0.1,96,-3
Feb 12 10:00,35,43.7,0,35.5,0.1,98,-1
Feb 12 9:00,30,43.7,0,35.5,0.1,97,-2
Feb 12 8:00,27,43.7,0,35.5,0.1,97,-2
Feb 12 7:00,27,43.7,0,35.5,0.1,98,-1
Feb 12 6:00,26,43.7,0,35.5,0.1,97,-2
Feb 12 5:00,25,43.7,0,35.5,0,98,-1
Feb 12 4:00,25,43.7,0,35.4,-0.1,97,0
Feb 12 3:00,25,43.7,0,35.4,-0.1,98,1
Feb 12 2:00,25,43.7,0,35.4,-0.1,97,-2
Feb 12 1:00,25,43.7,0,35.4,-0.1,97,0
Feb 12 0:00,24,43.7,0,35.5,0,98,1
Feb 11 23:00,23,43.7,0,35.5,0,98,
Feb 11 22:00,23,43.7,0,35.5,0,98,
Feb 11 21:00,24,43.7,0,35.5,0,98,
Feb 11 20:00,24,43.7,0,35.5,0,98,1
Feb 11 19:00,25,43.7,0,35.5,0,98,-1
Feb 11 18:00,27,43.7,0,35.5,0,98,
Feb 11 17:00,28,43.7,0,35.5,0,98,
Feb 11 16:00,28,43.7,0,35.5,0,98,-2
Feb 11 15:00,33,43.7,0,35.5,0,96,-3
Feb 11 14:00,36,43.7,0.1,35.5,0.1,97,-3
Feb 11 13:00,39,43.7,0.1,35.5,0.1,98,-1
Feb 11 12:00,35,43.7,0.1,35.5,0.1,98,-2
Feb 11 11:00,30,43.7,0.1,35.4,0.1,99,-1
Feb 11 10:00,24,43.7,0.1,35.4,0.1,99,-1
Feb 11 9:00,20,43.7,0.1,35.4,0.1,99,-1
Feb 11 7:00,18,43.7,0.1,35.4,0.1,99,-2
Feb 11 6:00,17,43.7,0.1,35.4,0.1,99,-2
Feb 11 5:00,18,43.7,0.2,35.5,0.2,99,-1
Feb 11 4:00,19,43.7,0.2,35.5,0.2,97,-3
Feb 11 3:00,20,43.7,0.2,35.5,0.2,97,
Feb 11 2:00,20,43.7,0.2,35.5,0.2,99,
Feb 11 1:00,23,43.7,0.2,35.5,0.3,97,-1
Feb 11 0:00,26,43.7,0.3,35.5,0.3,97,0
Feb 10 23:00,28,43.7,0.3,35.5,0.4,,
Feb 10 22:00,28,43.7,0.4,35.5,0.4,,
Feb 10 21:00,29,43.7,0.4,35.5,0.4,,
Feb 10 20:00,29,43.7,0.4,35.5,0.4,97,-1
Feb 10 19:00,30,43.7,0.4,35.5,0.4,99,0
Feb 10 18:00,31,43.7,0.4,35.5,0.4,,
Feb 10 17:00,32,43.7,0.4,35.5,0.4,,
Feb 10 16:00,33,43.7,0.4,35.5,0.4,100,2
Feb 10 15:00,33,43.7,0.4,35.5,0.4,99,1
Feb 10 14:00,33,43.6,0.3,35.4,0.3,100,2
Feb 10 13:00,36,43.6,0.3,35.4,0.3,99,0
Feb 10 12:00,35,43.6,0.3,35.4,0.3,100,1
Feb 10 10:00,33,43.6,0.3,35.3,0.3,100,1
Feb 10 9:00,31,43.6,0.3,35.3,0.3,100,0
Feb 10 8:00,31,43.6,0.3,35.3,0.3,100,0
Feb 10 7:00,30,43.6,0.3,35.3,0.3,101,1
Feb 10 6:00,30,43.6,0.3,35.3,0.3,101,1
Feb 10 5:00,31,43.5,0.2,35.3,0.3,100,0
Feb 10 4:00,31,43.5,0.2,35.3,0.3,100,0
Feb 10 3:00,31,43.5,0.2,35.3,0.3,,
Feb 10 2:00,31,43.5,0.2,35.3,0.3,,
Feb 10 1:00,31,43.5,0.2,35.2,0.2,98,-2
Feb 10 0:00,31,43.4,0.1,35.2,0.2,97,-4
Feb 9 23:00,32,43.4,0.1,35.1,0.1,98,-3
Feb 9 22:00,29,43.3,0,35.1,0.1,97,-4
Feb 9 21:00,22,43.3,0,35.1,0.1,98,-3
Feb 9 20:00,24,43.3,0,35.1,0.1,98,-3
Feb 9 19:00,24,43.3,0,35.1,0.1,99,-2
Feb 9 18:00,26,43.3,0,35.1,0.1,99,-2
Feb 9 17:00,28,43.3,0,35.1,0.1,98,-3
Feb 9 16:00,30,43.3,0,35.1,0.1,98,-4
Feb 9 15:00,33,43.3,0,35.1,0.1,98,-2
Feb 9 14:00,35,43.3,0,35.1,0.2,98,-2
Feb 9 13:00,37,43.3,0.5,35.1,0.2,99,-1
Feb 9 12:00,33,43.3,0.5,35.1,0.2,99,-1
Feb 9 11:00,31,43.3,0.5,35.1,0.2,99,-3
Feb 9 10:00,29,43.3,0.6,35,0.1,99,-2
Feb 9 9:00,25,43.3,0.6,35,0.1,100,
Feb 9 8:00,22,43.3,0.6,35,0.1,100,
Feb 9 7:00,23,43.3,0.7,35,0.1,100,
Feb 9 6:00,23,43.3,0.7,35,0.2,100,-3
Feb 9 5:00,23,43.3,0.7,35,0.2,100,-2
Feb 9 4:00,23,43.3,0.7,35,0.2,100,
Feb 9 3:00,24,43.3,0.7,35,0.3,100,0
Feb 9 2:00,25,43.3,0.7,35,0.4,100,1
Feb 9 1:00,25,43.3,0.8,35,0.4,100,1
Feb 9 0:00,24,43.3,0.8,35,0.5,101,4
Feb 8 23:00,24,43.3,0.8,35,0.6,101,3
Feb 8 22:00,24,43.3,0.8,35,0.5,101,4
Feb 8 21:00,23,43.3,0.8,35,0.6,101,5
Feb 8 20:00,24,43.3,0.8,35,0.5,101,2
Feb 8 19:00,22,43.3,0.8,35,0.6,101,5
Feb 8 18:00,21,43.3,0.8,35,0.7,101,4
Feb 8 17:00,23,43.3,0.8,35,0.7,101,3
Feb 8 16:00,26,43.3,0.8,35,0.7,102,5
Feb 8 15:00,30,43.3,0.8,35,0.8,100,4
Feb 8 14:00,32,43.3,0.9,34.9,0.8,100,5
Feb 8 13:00,34,42.8,0.4,34.9,0.8,100,5
Feb 8 12:00,28,42.8,0.5,34.9,0.9,100,6
Feb 8 11:00,26,42.8,0.6,34.9,1,102,9
Feb 8 10:00,25,42.7,0.5,34.9,1,101,8
Feb 8 9:00,24,42.7,0.6,34.9,1.1,,
Feb 8 8:00,24,42.7,0.7,34.9,1.2,,
Feb 8 7:00,23,42.6,0.6,34.9,1.2,,
Feb 8 6:00,24,42.6,0.6,34.8,1.2,103,12
Feb 8 5:00,24,42.6,0.6,34.8,1.2,102,13
Feb 8 4:00,24,42.6,0.6,34.8,1.2,,
Feb 8 3:00,24,42.6,0.7,34.7,1.1,100,9
Feb 8 2:00,24,42.6,0.7,34.6,1,99,8
Feb 8 1:00,24,42.5,0.6,34.6,1.1,99,8
Feb 8 0:00,25,42.5,0.6,34.5,1,97,6
Feb 7 23:00,25,42.5,0.6,34.4,0.9,98,7
Feb 7 22:00,25,42.5,0.6,34.5,1,97,7
Feb 7 21:00,25,42.5,0.6,34.4,0.9,96,5
Feb 7 20:00,25,42.5,0.6,34.5,1,99,8
Feb 7 19:00,27,42.5,0.6,34.4,0.9,96,5
Feb 7 18:00,28,42.5,0.6,34.3,0.8,97,6
Feb 7 17:00,29,42.5,0.6,34.3,0.8,98,8
Feb 7 16:00,30,42.5,0.6,34.3,0.9,97,7
Feb 7 15:00,32,42.5,0.6,34.2,0.8,96,6
Feb 7 14:00,32,42.4,0.5,34.1,0.7,95,5
Feb 7 13:00,32,42.4,0.5,34.1,0.7,95,5
Feb 7 12:00,32,42.3,0.4,34,0.7,94,4
Feb 7 10:00,32,42.2,0.4,33.9,0.7,93,2
Feb 7 9:00,31,42.1,0.3,33.8,0.6,91,0
Feb 7 8:00,30,42,0.2,33.7,0.5,90,-1
Feb 7 7:00,30,42,0.2,33.7,0.5,90,-1
Feb 7 6:00,30,42,0.2,33.6,0.4,91,0
Feb 7 5:00,30,42,0.2,33.6,0.4,89,-2
Feb 7 4:00,29,42,0.2,33.6,0.4,89,-2
Feb 7 3:00,30,41.9,0.1,33.6,0.5,91,0
Feb 7 2:00,29,41.9,0.1,33.6,0.4,91,0
Feb 7 1:00,30,41.9,0.1,33.5,0.3,91,0
Feb 7 0:00,29,41.9,0.1,33.5,0.3,91,0
Feb 6 23:00,29,41.9,0.1,33.5,0.3,91,0
Feb 6 22:00,30,41.9,0.1,33.5,0.3,90,-1
Feb 6 21:00,29,41.9,0.1,33.5,0.3,91,0
Feb 6 20:00,29,41.9,0.1,33.5,0.3,91,0
Feb 6 19:00,29,41.9,0.1,33.5,0.3,91,0
Feb 6 18:00,30,41.9,0.1,33.5,0.3,91,0
Feb 6 17:00,30,41.9,0.1,33.5,0.3,90,-1
Feb 6 16:00,30,41.9,0.1,33.4,0.2,90,-1
Feb 6 15:00,31,41.9,0.1,33.4,0.2,90,0
Feb 6 14:00,32,41.9,0.1,33.4,0.2,90,1
Feb 6 13:00,32,41.9,0.1,33.4,0.2,90,0
Feb 6 12:00,32,41.9,0.2,33.3,0.1,90,0
Feb 6 11:00,32,41.9,0.2,33.3,0.1,90,0
Feb 6 10:00,30,41.8,0.1,33.2,0,91,1
Feb 6 9:00,29,41.8,0.2,33.2,0,91,0
Feb 6 8:00,29,41.8,0.2,33.2,0,91,0
Feb 6 7:00,29,41.8,0.2,33.2,-0.1,91,0
Feb 6 6:00,30,41.8,0.2,33.2,-0.1,91,0
Feb 6 5:00,28,41.8,0.2,33.2,-0.1,91,0
