Date,Snow Water Equivalent (in),Snow Depth (in),Precipitation Accumulation (in),Air Temperature Observed (degF),Elevation (ft)
2022-12-12 06:00,11.0,43.5,23.15,29.15,4140.0
2022-12-12 07:00,11.0,43.5,23.15,28.950000000000003,4140.0
2022-12-12 08:00,11.0,43.0,23.15,29.0,4140.0
2022-12-12 09:00,11.0,43.0,23.15,29.7,4140.0
2022-12-12 10:00,11.0,43.0,23.15,30.45,4140.0
2022-12-12 11:00,11.05,43.0,23.15,31.4,4140.0
2022-12-12 12:00,11.05,43.0,23.1,31.9,4140.0
2022-12-12 13:00,11.05,42.5,23.1,32.35,4140.0
2022-12-12 14:00,11.05,42.5,23.15,31.4,4140.0
2022-12-12 15:00,11.05,42.5,23.15,30.7,4140.0
2022-12-12 16:00,11.05,42.5,23.200000000000003,29.8,4140.0
2022-12-12 17:00,11.05,42.0,23.200000000000003,28.75,4140.0
2022-12-12 18:00,11.05,42.5,23.200000000000003,28.6,4140.0
2022-12-12 19:00,11.0,42.0,23.200000000000003,28.5,4140.0
2022-12-12 20:00,11.0,41.5,23.200000000000003,27.3,4140.0
2022-12-12 21:00,11.0,44.0,23.200000000000003,26.2,4140.0
2022-12-12 22:00,11.0,42.0,23.200000000000003,26.25,4140.0
2022-12-12 23:00,11.0,44.0,23.200000000000003,26.25,4140.0
2022-12-13 00:00,11.0,42.0,23.15,26.0,4140.0
2022-12-13 01:00,11.0,44.0,23.200000000000003,25.7,4140.0
2022-12-13 02:00,11.0,44.0,23.200000000000003,25.3,4140.0
2022-12-13 03:00,10.95,43.0,23.200000000000003,25.2,4140.0
2022-12-13 04:00,10.95,41.5,23.200000000000003,24.55,4140.0
2022-12-13 05:00,10.95,45.0,23.200000000000003,24.15,4140.0
2022-12-13 06:00,10.95,42.0,23.200000000000003,24.35,4140.0
2022-12-13 07:00,10.95,41.5,23.200000000000003,23.549999999999997,4140.0
2022-12-13 08:00,10.95,41.0,23.200000000000003,23.4,4140.0
2022-12-13 09:00,10.95,41.5,23.15,24.65,4140.0
2022-12-13 10:00,10.95,44.0,23.15,26.6,4140.0
2022-12-13 11:00,10.95,44.0,23.1,28.6,4140.0
2022-12-13 12:00,11.0,44.0,23.1,29.5,4140.0
2022-12-13 13:00,11.0,41.5,23.1,30.3,4140.0
2022-12-13 14:00,11.0,41.5,23.15,29.200000000000003,4140.0
2022-12-13 15:00,11.05,41.5,23.15,28.6,4140.0
2022-12-13 16:00,11.05,42.0,23.200000000000003,27.3,4140.0
2022-12-13 17:00,11.0,41.5,23.200000000000003,26.950000000000003,4140.0
2022-12-13 18:00,10.95,41.5,23.200000000000003,26.700000000000003,4140.0
2022-12-13 19:00,10.95,42.0,23.200000000000003,26.5,4140.0
2022-12-13 20:00,10.95,42.0,23.200000000000003,26.2,4140.0
2022-12-13 21:00,10.95,42.0,23.200000000000003,26.5,4140.0
2022-12-13 22:00,10.9,41.0,21.1,27.7,3990.0
2022-12-13 23:00,11.0,42.0,23.200000000000003,27.6,4140.0
2022-12-14 00:00,11.0,41.5,23.200000000000003,27.799999999999997,4140.0
2022-12-14 01:00,10.95,41.5,23.200000000000003,28.2,4140.0
2022-12-14 02:00,10.95,41.5,23.200000000000003,27.95,4140.0
2022-12-14 03:00,10.95,41.0,23.200000000000003,28.3,4140.0
2022-12-14 04:00,10.95,40.5,23.200000000000003,28.55,4140.0
2022-12-14 05:00,11.0,41.0,23.200000000000003,28.6,4140.0
2022-12-14 06:00,10.95,40.0,23.25,28.049999999999997,4140.0
2022-12-14 07:00,10.95,41.0,23.25,27.7,4140.0
2022-12-14 08:00,10.95,41.0,23.25,27.799999999999997,4140.0
2022-12-14 09:00,10.95,41.0,23.25,28.25,4140.0
2022-12-14 10:00,11.0,39.0,23.2,29.5,4140.0
2022-12-14 11:00,11.0,40.0,23.1,30.65,4140.0
2022-12-14 12:00,11.0,40.5,23.1,31.700000000000003,4140.0
2022-12-14 13:00,11.05,40.5,23.15,32.2,4140.0
2022-12-14 14:00,11.05,40.5,23.15,32.1,4140.0
2022-12-14 15:00,11.05,40.5,23.15,31.450000000000003,4140.0
2022-12-14 16:00,11.05,41.0,23.200000000000003,30.75,4140.0
2022-12-14 17:00,11.0,41.0,23.200000000000003,30.299999999999997,4140.0
2022-12-14 18:00,11.0,41.0,23.200000000000003,29.9,4140.0
2022-12-14 19:00,11.0,41.0,23.200000000000003,29.4,4140.0
2022-12-14 20:00,11.0,40.5,23.200000000000003,29.200000000000003,4140.0
2022-12-14 21:00,11.0,40.5,23.200000000000003,28.700000000000003,4140.0
2022-12-14 22:00,11.0,40.5,23.200000000000003,28.4,4140.0
2022-12-14 23:00,11.0,40.5,23.200000000000003,28.1,4140.0
2022-12-15 00:00,10.95,40.5,23.200000000000003,27.6,4140.0
2022-12-15 01:00,10.95,41.0,23.200000000000003,27.6,4140.0
2022-12-15 02:00,10.95,41.0,23.200000000000003,27.3,4140.0
2022-12-15 03:00,10.95,41.0,23.200000000000003,26.9,4140.0
2022-12-15 04:00,10.95,41.0,23.200000000000003,26.8,4140.0
2022-12-15 05:00,10.95,41.0,23.200000000000003,26.8,4140.0
2022-12-15 06:00,10.95,41.0,23.200000000000003,26.7,4140.0
2022-12-15 07:00,10.95,41.0,23.200000000000003,26.8,4140.0
2022-12-15 08:00,10.95,41.0,23.200000000000003,27.05,4140.0
2022-12-15 09:00,10.95,40.5,23.200000000000003,27.4,4140.0
2022-12-15 10:00,10.95,41.0,23.15,30.1,4140.0
2022-12-15 11:00,10.95,40.5,23.15,30.7,4140.0
2022-12-15 12:00,10.95,41.0,23.15,31.450000000000003,4140.0
2022-12-15 13:00,10.95,41.0,23.15,32.9,4140.0
2022-12-15 14:00,11.0,41.0,23.15,32.8,4140.0
2022-12-15 15:00,11.0,41.0,23.200000000000003,31.65,4140.0
2022-12-15 16:00,11.0,42.0,23.200000000000003,30.3,4140.0
2022-12-15 17:00,11.0,42.0,23.200000000000003,28.75,4140.0
2022-12-15 18:00,10.95,41.0,23.200000000000003,28.55,4140.0
2022-12-15 19:00,10.95,41.0,23.200000000000003,27.5,4140.0
2022-12-15 20:00,10.95,41.0,23.200000000000003,26.6,4140.0
2022-12-15 21:00,10.95,41.0,23.200000000000003,26.35,4140.0
2022-12-15 22:00,10.95,40.0,23.200000000000003,25.95,4140.0
2022-12-15 23:00,10.95,41.0,23.200000000000003,25.799999999999997,4140.0
2022-12-16 00:00,10.95,40.0,23.200000000000003,26.299999999999997,4140.0
2022-12-16 01:00,10.95,41.0,23.200000000000003,26.15,4140.0
2022-12-16 02:00,10.95,41.0,23.200000000000003,26.9,4140.0
2022-12-16 03:00,10.95,40.0,23.200000000000003,27.3,4140.0
2022-12-16 04:00,10.95,41.0,23.200000000000003,26.75,4140.0
2022-12-16 05:00,10.95,40.0,23.200000000000003,26.85,4140.0
2022-12-16 06:00,10.95,40.0,23.200000000000003,25.9,4140.0
2022-12-16 07:00,10.95,40.0,23.200000000000003,27.049999999999997,4140.0
2022-12-16 08:00,10.95,41.0,23.200000000000003,28.25,4140.0
2022-12-16 09:00,10.95,40.0,23.15,29.5,4140.0
2022-12-16 10:00,10.95,40.0,23.15,30.4,4140.0
2022-12-16 11:00,10.95,40.0,23.15,33.1,4140.0
2022-12-16 12:00,10.95,40.0,23.15,34.0,4140.0
2022-12-16 13:00,11.0,40.0,23.15,34.5,4140.0
2022-12-16 14:00,11.0,40.0,23.15,35.2,4140.0
2022-12-16 15:00,11.0,40.0,23.200000000000003,34.8,4140.0
2022-12-16 16:00,11.0,40.0,23.200000000000003,34.0,4140.0
2022-12-16 17:00,11.0,41.0,23.25,33.7,4140.0
2022-12-16 18:00,11.0,41.0,23.200000000000003,33.45,4140.0
2022-12-16 19:00,11.0,40.0,23.200000000000003,33.349999999999994,4140.0
2022-12-16 20:00,10.95,40.0,23.200000000000003,32.7,4140.0
2022-12-16 21:00,10.95,39.5,23.200000000000003,32.0,4140.0
2022-12-16 22:00,10.95,40.0,23.200000000000003,31.75,4140.0
2022-12-16 23:00,10.95,40.0,23.200000000000003,31.700000000000003,4140.0
2022-12-17 00:00,10.95,39.5,23.200000000000003,30.799999999999997,4140.0
2022-12-17 01:00,10.95,40.0,25.3,30.85,4140.0
2022-12-17 02:00,10.95,40.0,25.3,30.35,4140.0
2022-12-17 03:00,10.9,40.0,25.3,31.1,4140.0
2022-12-17 04:00,10.9,40.0,25.3,31.0,4140.0
2022-12-17 05:00,10.9,40.0,25.3,30.2,4140.0
2022-12-17 06:00,10.9,40.0,25.3,29.5,4140.0
2022-12-17 07:00,10.9,40.0,25.3,28.4,4140.0
2022-12-17 08:00,10.9,40.0,25.3,28.75,4140.0
2022-12-17 09:00,10.9,40.0,25.3,28.75,4140.0
2022-12-17 10:00,10.9,40.0,25.2,30.7,4140.0
2022-12-17 11:00,10.9,40.0,25.3,30.75,4140.0
2022-12-17 12:00,10.9,40.0,25.2,31.0,4140.0
2022-12-17 13:00,10.95,40.0,25.3,31.4,4140.0
2022-12-17 14:00,10.95,40.0,25.2,30.799999999999997,4140.0
2022-12-17 15:00,10.95,40.0,25.2,29.450000000000003,4140.0
2022-12-17 16:00,10.95,39.0,25.3,28.5,4140.0
2022-12-17 17:00,10.95,39.0,25.3,27.4,4140.0
2022-12-17 18:00,10.95,38.5,25.3,27.3,4140.0
2022-12-17 19:00,10.95,38.5,25.3,28.1,4140.0
2022-12-17 20:00,10.95,39.0,25.3,27.95,4140.0
2022-12-17 21:00,10.95,39.0,25.4,28.15,4140.0
2022-12-17 22:00,10.95,39.0,25.4,27.95,4140.0
2022-12-17 23:00,10.95,39.0,25.4,27.6,4140.0
2022-12-18 00:00,10.95,38.5,23.25,27.7,4140.0
2022-12-18 01:00,10.95,39.0,25.4,27.75,4140.0
2022-12-18 02:00,10.95,39.0,25.5,27.9,4140.0
2022-12-18 03:00,10.95,38.0,25.5,27.6,4140.0
2022-12-18 04:00,10.95,38.5,25.5,27.7,4140.0
2022-12-18 05:00,10.95,38.0,25.5,27.799999999999997,4140.0
2022-12-18 06:00,10.95,38.0,25.6,27.5,4140.0
2022-12-18 07:00,10.95,37.5,25.6,27.5,4140.0
2022-12-18 08:00,10.95,39.0,25.6,27.4,4140.0
2022-12-18 09:00,10.95,40.0,25.6,27.95,4140.0
2022-12-18 10:00,10.95,39.0,25.7,28.45,4140.0
2022-12-18 11:00,10.95,40.0,25.6,28.55,4140.0
2022-12-18 12:00,10.95,38.0,25.8,28.65,4140.0
2022-12-18 13:00,10.95,37.5,25.8,28.75,4140.0
2022-12-18 14:00,11.0,41.0,25.9,28.25,4140.0
2022-12-18 15:00,11.0,40.0,26.0,27.95,4140.0
2022-12-18 16:00,11.05,40.0,26.0,27.85,4140.0
2022-12-18 17:00,11.15,35.0,26.1,27.6,4140.0
2022-12-18 18:00,11.15,47.5,26.2,27.200000000000003,4140.0
2022-12-18 19:00,11.15,41.0,26.2,26.6,4140.0
2022-12-18 20:00,11.25,43.0,26.2,25.35,4140.0
2022-12-18 21:00,11.25,46.5,26.3,24.85,4140.0
2022-12-18 22:00,11.25,52.0,26.3,24.65,4140.0
2022-12-18 23:00,11.25,44.0,26.3,24.6,4140.0
2022-12-19 00:00,11.25,43.5,23.75,24.200000000000003,4140.0
2022-12-19 01:00,11.25,47.0,26.4,23.85,4140.0
2022-12-19 02:00,11.2,44.0,26.4,23.7,4140.0
2022-12-19 03:00,11.25,43.5,26.4,23.55,4140.0
2022-12-19 04:00,11.25,44.0,26.4,23.2,4140.0
2022-12-19 05:00,11.25,43.0,26.4,23.15,4140.0
2022-12-19 06:00,11.25,44.0,26.4,23.549999999999997,4140.0
2022-12-19 07:00,11.25,42.0,26.4,23.35,4140.0
2022-12-19 08:00,11.25,40.0,26.4,23.35,4140.0
2022-12-19 09:00,11.25,41.0,26.4,24.1,4140.0
2022-12-19 10:00,11.25,42.5,26.4,24.700000000000003,4140.0
2022-12-19 11:00,11.25,41.0,26.4,25.15,4140.0
2022-12-19 12:00,11.25,42.0,26.4,25.799999999999997,4140.0
2022-12-19 13:00,11.3,42.0,26.4,26.4,4140.0
2022-12-19 14:00,11.3,43.0,26.4,26.35,4140.0
2022-12-19 15:00,11.35,45.0,26.5,26.5,4140.0
2022-12-19 16:00,11.399999999999999,45.5,26.5,26.2,4140.0
2022-12-19 17:00,11.399999999999999,45.0,26.5,25.799999999999997,4140.0
2022-12-19 18:00,11.399999999999999,45.5,26.5,25.799999999999997,4140.0
2022-12-19 19:00,11.399999999999999,44.0,26.5,26.1,4140.0
2022-12-19 20:00,11.399999999999999,43.0,26.6,26.5,4140.0
2022-12-19 21:00,11.45,43.0,26.6,26.700000000000003,4140.0
2022-12-19 22:00,11.5,46.0,26.6,27.1,4140.0
2022-12-19 23:00,11.5,46.0,26.7,28.15,4140.0
2022-12-20 00:00,11.5,45.5,24.15,28.700000000000003,4140.0
2022-12-20 01:00,11.600000000000001,46.0,26.75,29.1,4140.0
2022-12-20 02:00,11.600000000000001,47.5,26.75,29.65,4140.0
2022-12-20 03:00,11.600000000000001,47.0,26.8,29.6,4140.0
2022-12-20 04:00,11.65,44.0,26.8,29.85,4140.0
2022-12-20 05:00,11.65,47.0,26.8,30.2,4140.0
2022-12-20 06:00,11.65,44.0,26.85,30.65,4140.0
2022-12-20 07:00,11.7,53.0,26.85,31.0,4140.0
2022-12-20 08:00,11.75,45.0,26.9,31.0,4140.0
2022-12-20 09:00,11.85,45.0,27.0,30.9,4140.0
2022-12-20 10:00,11.95,48.0,27.1,31.2,4140.0
2022-12-20 11:00,12.15,47.0,27.15,31.65,4140.0
2022-12-20 12:00,12.35,49.0,27.3,32.1,4140.0
2022-12-20 13:00,12.5,51.0,27.25,32.4,4140.0
2022-12-20 14:00,12.7,51.0,27.450000000000003,32.900000000000006,4140.0
2022-12-20 15:00,12.85,54.0,27.5,32.55,4140.0
2022-12-20 16:00,12.9,53.0,27.65,32.55,4140.0
2022-12-20 17:00,12.95,53.0,27.65,32.2,4140.0
2022-12-20 18:00,12.95,54.0,27.65,30.65,4140.0
2022-12-20 19:00,12.95,53.0,27.6,29.7,4140.0
2022-12-20 20:00,12.899999999999999,52.5,27.6,28.6,4140.0
2022-12-20 21:00,12.899999999999999,52.5,27.6,27.4,4140.0
2022-12-20 22:00,12.899999999999999,52.5,27.6,25.7,4140.0
2022-12-20 23:00,12.899999999999999,52.5,27.65,25.1,4140.0
2022-12-21 00:00,12.899999999999999,52.5,24.75,24.0,4140.0
2022-12-21 01:00,12.899999999999999,51.5,27.6,22.65,4140.0
2022-12-21 02:00,12.899999999999999,51.5,27.6,21.9,4140.0
2022-12-21 03:00,12.899999999999999,51.0,27.6,21.35,4140.0
2022-12-21 04:00,12.899999999999999,51.0,27.6,20.200000000000003,4140.0
2022-12-21 05:00,12.899999999999999,51.0,27.6,20.15,4140.0
2022-12-21 06:00,12.899999999999999,51.0,27.6,19.3,4140.0
2022-12-21 07:00,12.899999999999999,51.0,27.6,18.6,4140.0
2022-12-21 08:00,12.899999999999999,50.5,27.6,17.6,4140.0
2022-12-21 09:00,12.899999999999999,50.0,27.6,18.45,4140.0
2022-12-21 10:00,12.899999999999999,50.0,27.4,19.4,4140.0
2022-12-21 11:00,12.95,52.0,27.4,19.75,4140.0
2022-12-21 12:00,12.95,50.0,27.5,20.200000000000003,4140.0
2022-12-21 13:00,12.95,50.0,27.5,21.65,4140.0
2022-12-21 14:00,12.95,50.0,27.4,21.0,4140.0
2022-12-21 15:00,12.95,52.5,27.4,19.75,4140.0
2022-12-21 16:00,12.899999999999999,50.0,27.4,17.700000000000003,4140.0
2022-12-21 17:00,12.899999999999999,50.0,27.4,16.5,4140.0
2022-12-21 18:00,12.899999999999999,50.0,27.4,14.350000000000001,4140.0
2022-12-21 19:00,12.899999999999999,49.5,27.4,13.25,4140.0
2022-12-21 20:00,12.85,50.0,27.2,11.100000000000001,4140.0
2022-12-21 21:00,12.85,49.5,27.2,9.15,4140.0
2022-12-21 22:00,12.85,51.0,27.1,8.35,4140.0
2022-12-21 23:00,12.85,50.0,27.0,8.15,4140.0
2022-12-22 00:00,12.85,49.5,24.75,8.05,4140.0
2022-12-22 01:00,12.85,50.0,27.0,7.25,4140.0
2022-12-22 02:00,12.75,49.5,26.9,7.1,4140.0
2022-12-22 03:00,12.75,49.0,27.0,6.6,4140.0
2022-12-22 04:00,12.8,49.0,26.4,5.8,4140.0
2022-12-22 05:00,12.8,49.0,26.8,4.85,4140.0
2022-12-22 06:00,12.8,48.0,26.9,4.7,4140.0
2022-12-22 07:00,12.8,49.0,26.8,4.55,4140.0
2022-12-22 08:00,12.8,49.0,26.8,4.199999999999999,4140.0
2022-12-22 09:00,12.8,48.0,26.9,4.4,4140.0
2022-12-22 10:00,12.85,48.5,27.9,5.45,4140.0
2022-12-22 11:00,12.85,48.0,23.9,6.449999999999999,4140.0
2022-12-22 12:00,12.75,48.0,27.2,6.6,4140.0
2022-12-22 13:00,12.75,48.0,26.9,7.05,4140.0
2022-12-22 14:00,12.75,48.0,26.7,7.55,4140.0
2022-12-22 15:00,12.7,48.0,26.7,7.25,4140.0
2022-12-22 16:00,12.7,48.0,26.9,6.449999999999999,4140.0
2022-12-22 17:00,12.6,48.0,26.9,6.449999999999999,4140.0
2022-12-22 18:00,12.6,48.0,26.2,7.199999999999999,4140.0
2022-12-22 19:00,12.6,48.0,26.8,9.6,4140.0
2022-12-22 20:00,12.6,48.0,26.9,9.15,4140.0
2022-12-22 21:00,12.6,46.5,26.8,7.6,4140.0
2022-12-22 22:00,12.55,46.5,26.7,10.15,4140.0
2022-12-22 23:00,12.6,46.5,27.0,10.100000000000001,4140.0
2022-12-23 00:00,12.6,46.5,24.75,12.1,4140.0
2022-12-23 01:00,12.65,45.5,24.6,13.5,4140.0
2022-12-23 02:00,12.65,46.5,24.700000000000003,13.3,4140.0
2022-12-23 03:00,12.7,46.0,24.75,14.45,4140.0
2022-12-23 04:00,12.7,46.0,24.8,14.35,4140.0
2022-12-23 05:00,12.8,46.0,24.95,15.0,4140.0
2022-12-23 06:00,12.9,46.5,24.950000000000003,15.649999999999999,4140.0
2022-12-23 07:00,12.9,46.5,25.05,16.0,4140.0
2022-12-23 08:00,12.95,46.5,25.1,17.4,4140.0
2022-12-23 09:00,13.0,46.5,25.049999999999997,22.1,4140.0
2022-12-23 10:00,13.0,46.5,25.15,28.5,4140.0
2022-12-23 11:00,13.0,47.0,25.3,31.1,4140.0
2022-12-23 12:00,13.05,47.0,25.4,33.15,4140.0
2022-12-23 13:00,13.05,47.0,25.450000000000003,33.599999999999994,4140.0
2022-12-23 14:00,13.15,46.5,25.549999999999997,34.1,4140.0
2022-12-23 15:00,13.2,46.0,25.549999999999997,34.900000000000006,4140.0
2022-12-23 16:00,13.2,46.0,25.6,34.8,4140.0
2022-12-23 17:00,13.2,46.0,25.65,34.8,4140.0
2022-12-23 18:00,13.25,46.0,25.65,34.4,4140.0
2022-12-23 19:00,13.25,45.0,25.65,34.4,4140.0
2022-12-23 20:00,13.25,45.0,25.65,34.5,4140.0
2022-12-23 21:00,13.2,45.0,25.700000000000003,35.1,4140.0
2022-12-23 22:00,13.2,45.0,25.65,35.150000000000006,4140.0
2022-12-23 23:00,13.2,45.0,25.700000000000003,35.5,4140.0
2022-12-24 00:00,13.2,46.5,25.700000000000003,35.6,4140.0
2022-12-24 01:00,13.2,45.0,25.75,36.05,4140.0
2022-12-24 02:00,13.2,45.0,25.75,36.75,4140.0
2022-12-24 03:00,13.25,43.5,25.75,36.75,4140.0
2022-12-24 04:00,13.3,44.0,25.8,37.4,4140.0
2022-12-24 05:00,13.35,44.0,25.8,37.95,4140.0
2022-12-24 06:00,13.35,44.0,25.8,38.55,4140.0
2022-12-24 07:00,13.35,44.0,25.8,38.0,4140.0
2022-12-24 08:00,13.35,44.0,25.85,38.349999999999994,4140.0
2022-12-24 09:00,13.45,44.0,25.9,38.8,4140.0
2022-12-24 10:00,13.5,41.0,26.049999999999997,38.099999999999994,4140.0
2022-12-24 11:00,13.65,45.0,26.4,39.8,4140.0
2022-12-24 12:00,13.7,42.0,26.450000000000003,39.650000000000006,4140.0
2022-12-24 13:00,13.7,44.0,26.7,39.55,4140.0
2022-12-24 14:00,13.7,41.5,26.85,39.85,4140.0
2022-12-24 15:00,13.75,44.0,26.8,40.1,4140.0
2022-12-24 16:00,13.899999999999999,41.5,26.85,40.75,4140.0
2022-12-24 17:00,13.9,42.5,26.85,40.45,4140.0
2022-12-24 18:00,13.850000000000001,37.0,26.9,40.1,4140.0
2022-12-24 19:00,13.8,36.0,26.9,40.0,4140.0
2022-12-24 20:00,13.8,38.0,26.9,39.650000000000006,4140.0
2022-12-24 21:00,13.75,36.0,26.85,39.8,4140.0
2022-12-24 22:00,13.7,34.5,26.9,39.75,4140.0
2022-12-24 23:00,13.6,35.5,26.9,39.900000000000006,4140.0
2022-12-25 00:00,13.6,41.0,26.95,39.95,4140.0
2022-12-25 01:00,13.55,35.5,26.95,39.55,4140.0
2022-12-25 02:00,13.5,35.5,26.95,39.95,4140.0
2022-12-25 03:00,13.45,34.0,26.95,40.0,4140.0
2022-12-25 04:00,13.45,34.0,26.9,39.900000000000006,4140.0
2022-12-25 05:00,13.45,34.0,26.95,39.3,4140.0
2022-12-25 06:00,13.4,33.0,26.95,39.55,4140.0
2022-12-25 07:00,13.4,33.0,26.95,40.1,4140.0
2022-12-25 08:00,13.4,32.0,26.95,40.1,4140.0
2022-12-25 09:00,13.4,33.0,26.95,39.75,4140.0
2022-12-25 10:00,13.4,32.0,26.65,40.95,4140.0
2022-12-25 11:00,13.4,32.0,26.9,41.099999999999994,4140.0
2022-12-25 12:00,13.4,34.5,27.0,43.25,4140.0
2022-12-25 13:00,13.45,34.5,27.0,42.7,4140.0
2022-12-25 14:00,13.4,34.0,27.0,42.55,4140.0
2022-12-25 15:00,13.4,34.0,27.049999999999997,42.35,4140.0
2022-12-25 16:00,13.4,33.5,27.049999999999997,43.0,4140.0
2022-12-25 17:00,13.4,33.0,27.1,43.4,4140.0
2022-12-25 18:00,13.35,33.0,27.049999999999997,43.7,4140.0
2022-12-25 19:00,13.35,33.0,27.1,43.15,4140.0
2022-12-25 20:00,13.35,32.5,27.1,43.05,4140.0
2022-12-25 21:00,13.35,31.5,27.1,43.599999999999994,4140.0
2022-12-25 22:00,13.35,32.0,27.1,43.25,4140.0
2022-12-25 23:00,13.3,31.5,27.15,43.05,4140.0
2022-12-26 00:00,13.25,38.5,27.1,43.25,4140.0
2022-12-26 01:00,13.25,31.5,27.15,43.5,4140.0
2022-12-26 02:00,13.25,31.5,27.15,43.2,4140.0
2022-12-26 03:00,13.25,29.0,27.2,43.15,4140.0
2022-12-26 04:00,13.3,31.0,27.35,43.0,4140.0
2022-12-26 05:00,13.350000000000001,31.0,26.7,42.7,4140.0
2022-12-26 06:00,13.350000000000001,28.0,27.7,42.8,4140.0
2022-12-26 07:00,13.350000000000001,28.0,27.950000000000003,43.15,4140.0
2022-12-26 08:00,13.350000000000001,28.0,28.0,43.0,4140.0
2022-12-26 09:00,13.45,28.0,28.15,42.45,4140.0
2022-12-26 10:00,13.399999999999999,27.0,28.35,42.3,4140.0
2022-12-26 11:00,13.35,26.0,28.4,41.45,4140.0
2022-12-26 12:00,13.3,26.0,28.5,40.2,4140.0
2022-12-26 13:00,13.3,27.0,28.65,38.9,4140.0
2022-12-26 14:00,13.2,27.0,28.700000000000003,38.95,4140.0
2022-12-26 15:00,13.2,27.0,28.75,39.7,4140.0
2022-12-26 16:00,13.2,26.5,28.799999999999997,39.45,4140.0
2022-12-26 17:00,13.15,27.0,28.9,40.55,4140.0
2022-12-26 18:00,13.05,26.0,29.05,40.099999999999994,4140.0
2022-12-26 19:00,13.100000000000001,29.0,29.25,40.099999999999994,4140.0
2022-12-26 20:00,13.100000000000001,27.0,29.5,40.55,4140.0
2022-12-26 21:00,13.100000000000001,26.0,29.7,41.150000000000006,4140.0
2022-12-26 22:00,13.100000000000001,28.0,29.9,41.45,4140.0
2022-12-26 23:00,13.15,28.0,30.05,41.9,4140.0
2022-12-27 00:00,13.15,36.5,30.3,41.45,4140.0
2022-12-27 01:00,13.15,26.0,30.4,40.55,4140.0
2022-12-27 02:00,13.15,25.0,30.450000000000003,40.0,4140.0
2022-12-27 03:00,13.1,26.0,30.55,40.1,4140.0
2022-12-27 04:00,13.1,26.0,30.650000000000002,40.0,4140.0
2022-12-27 05:00,13.0,26.5,30.7,39.75,4140.0
2022-12-27 06:00,12.95,26.0,30.799999999999997,39.6,4140.0
2022-12-27 07:00,12.95,29.0,30.95,37.95,4140.0
2022-12-27 08:00,12.899999999999999,28.0,31.05,37.1,4140.0
2022-12-27 09:00,12.85,27.5,30.9,36.95,4140.0
2022-12-27 10:00,12.85,29.0,31.150000000000002,35.6,4140.0
2022-12-27 11:00,12.85,24.5,31.200000000000003,35.25,4140.0
2022-12-27 12:00,12.850000000000001,27.0,31.299999999999997,34.849999999999994,4140.0
2022-12-27 13:00,12.9,24.5,31.349999999999998,34.45,4140.0
2022-12-27 14:00,12.95,23.0,31.4,34.1,4140.0
2022-12-27 15:00,13.1,24.5,31.5,33.7,4140.0
2022-12-27 16:00,13.2,8.0,31.6,33.35,4140.0
2022-12-27 17:00,13.25,22.0,31.7,32.6,4140.0
2022-12-27 18:00,13.3,23.0,31.85,32.0,4140.0
2022-12-27 19:00,13.4,28.0,31.950000000000003,31.55,4140.0
2022-12-27 20:00,13.45,30.0,32.0,31.25,4140.0
2022-12-27 21:00,13.5,30.0,32.05,31.35,4140.0
2022-12-27 22:00,13.5,26.0,32.1,31.35,4140.0
2022-12-27 23:00,13.55,26.5,32.15,31.0,4140.0
2022-12-28 00:00,13.55,42.5,32.15,30.65,4140.0
2022-12-28 01:00,13.55,27.5,32.15,30.4,4140.0
2022-12-28 02:00,13.55,30.0,32.2,30.1,4140.0
2022-12-28 03:00,13.55,24.0,32.2,30.1,4140.0
2022-12-28 04:00,13.649999999999999,19.0,32.2,30.2,4140.0
2022-12-28 05:00,13.649999999999999,26.5,32.2,29.75,4140.0
2022-12-28 06:00,13.649999999999999,27.0,32.2,29.75,4140.0
2022-12-28 07:00,13.649999999999999,25.0,32.2,29.6,4140.0
2022-12-28 08:00,13.649999999999999,27.0,32.2,29.0,4140.0
2022-12-28 09:00,13.649999999999999,27.5,32.25,29.5,4140.0
2022-12-28 10:00,13.7,30.0,32.35,30.5,4140.0
2022-12-28 11:00,13.7,30.0,32.45,31.65,4140.0
2022-12-28 12:00,13.7,46.0,32.55,32.65,4140.0
2022-12-28 13:00,13.7,38.5,32.65,33.05,4140.0
2022-12-28 14:00,13.7,35.0,32.8,32.95,4140.0
2022-12-28 15:00,13.75,29.0,32.8,33.1,4140.0
2022-12-28 16:00,13.75,39.0,32.8,32.6,4140.0
2022-12-28 17:00,13.75,44.0,32.8,32.2,4140.0
2022-12-28 18:00,13.75,35.0,32.8,32.0,4140.0
2022-12-28 19:00,13.75,38.0,32.8,32.1,4140.0
2022-12-28 20:00,13.75,24.0,32.85,32.1,4140.0
2022-12-28 21:00,13.7,31.5,32.85,31.900000000000002,4140.0
2022-12-28 22:00,13.7,24.0,32.85,32.0,4140.0
2022-12-28 23:00,13.7,27.0,32.85,32.2,4140.0
2022-12-29 00:00,13.75,42.0,32.9,32.25,4140.0
2022-12-29 01:00,13.75,33.0,36.05,32.5,4140.0
2022-12-29 02:00,13.75,33.5,36.05,31.55,4140.0
2022-12-29 03:00,13.75,38.0,36.05,31.8,4140.0
2022-12-29 04:00,13.75,37.0,36.05,31.9,4140.0
2022-12-29 05:00,13.75,38.0,36.05,32.0,4140.0
2022-12-29 06:00,13.75,38.0,36.05,31.85,4140.0
